name,state_id,created_at,updated_at
Sao Bras,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Sao Jose da Laje,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Sao Jose da Tapera,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Sao Luis do Quitunde,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Sao Miguel dos Campos,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Sao Miguel dos Milagres,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Sao Sebastiao,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Sapucaia,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Satuba,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Senador Rui Palmeira,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Serra da Mandioca,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Serra do Sao Jose,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Taboleiro do Pinto,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Taboquinha,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Tanque D''arca,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Taquarana,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Tatuamunha,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Teotonio Vilela,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Traipu,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Uniao dos Palmares,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Usina Camacari,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Vicosa,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Vila Aparecida,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Vila Sao Francisco,0d6eabd2-88c3-4579-b64e-57198d9f783c,2025-01-08 14:51:46,2025-01-08 14:51:46
Alvaraes,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Amatari,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Amatura,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Anama,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Anori,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Apui,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Ariau,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Atalaia do Norte,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Augusto Montenegro,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Autazes,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Axinim,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Badajos,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Balbina,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Barcelos,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Barreirinha,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Benjamin Constant,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Beruri,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Boa Vista do Ramos,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Boca do Acre,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Borba,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Caapiranga,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Cameta,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Canuma,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Canutama,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Carauari,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Careiro,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Careiro da Varzea,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Carvoeiro,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Coari,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Codajas,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Cucui,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Eirunepe,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Envira,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Floriano Peixoto,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
Fonte Boa,13764fa5-35d2-4e89-8c88-cbe5766edf66,2025-01-08 14:51:46,2025-01-08 14:51:46
